image_id,coarse_label, fine_label, coarse_label2
69683,101,Mango,EC
69688,101,Mango,EC
69693,101,Mango,EC
69701,101,Mango,EC
69708,101,Mango,EC
69709,101,Mango,EC
69712,101,Mango,EC
69714,101,Mango,EC
69715,101,Mango,EC
69722,101,Mango,EC
69723,101,Mango,EC
69725,101,Mango,EC
69726,101,Mango,EC
69731,101,Mango,EC
69734,101,Mango,EC
69737,101,Mango,EC
69738,101,Mango,EC
69739,101,Mango,EC
69740,101,Mango,EC
69742,101,Mango,EC
69745,101,Mango,EC
69746,101,Mango,EC
69748,101,Mango,EC
69756,101,Mango,EC
69758,101,Mango,EC
69759,101,Mango,EC
69760,101,Mango,EC
69773,101,Mango,EC
69778,101,Mango,EC
69782,101,Mango,EC
69786,101,Mango,EC
69790,101,Mango,EC
69795,101,Mango,EC
69806,101,Mango,EC
69807,101,Mango,EC
69809,101,Mango,EC
69810,101,Mango,EC
69812,101,Mango,EC
69815,101,Mango,EC
69820,101,Mango,EC
69823,101,Mango,EC
69832,101,Mango,EC
69842,101,Mango,EC
69846,101,Mango,EC
69848,101,Mango,EC
69852,101,Mango,EC
69853,101,Mango,EC
69857,101,Mango,EC
69860,101,Mango,EC
69862,101,Mango,EC
69866,101,Mango,EC
69873,101,Mango,EC
69875,101,Mango,EC
69878,101,Mango,EC
69879,101,Mango,EC
69882,101,Mango,EC
69883,101,Mango,EC
69884,101,Mango,EC
69887,101,Mango,EC
69891,101,Mango,EC
69893,101,Mango,EC
69894,101,Mango,EC
69903,101,Mango,EC
69904,101,Mango,EC
69911,101,Mango,EC
69913,101,Mango,EC
69921,101,Mango,EC
69930,101,Mango,EC
69933,101,Mango,EC
69942,101,Mango,EC
69943,101,Mango,EC
69949,101,Mango,EC
69954,101,Mango,EC
69955,101,Mango,EC
69965,101,Mango,EC
69967,101,Mango,EC
69970,101,Mango,EC
69971,101,Mango,EC
69973,101,Mango,EC
69976,101,Mango,EC
69979,101,Mango,EC
69984,101,Mango,EC
69987,101,Mango,EC
69988,101,Mango,EC
69992,101,Mango,EC
69994,101,Mango,EC
69995,101,Mango,EC
69999,101,Mango,EC
70009,101,Mango,EC
70011,101,Mango,EC
70012,101,Mango,EC
70013,101,Mango,EC
70016,101,Mango,EC
70020,101,Mango,EC
70021,101,Mango,EC
70028,101,Mango,EC
70029,101,Mango,EC
70031,101,Mango,EC
70036,101,Mango,EC
70043,101,Mango,EC
70044,101,Mango,EC
70046,101,Mango,EC
70048,101,Mango,EC
70051,101,Mango,EC
70053,101,Mango,EC
70054,101,Mango,EC
70055,101,Mango,EC
70064,101,Mango,EC
70073,101,Mango,EC
70076,101,Mango,EC
70082,101,Mango,EC
70087,101,Mango,EC
70089,101,Mango,EC
70090,101,Mango,EC
70095,101,Mango,EC
70101,101,Mango,EC
70105,101,Mango,EC
70109,101,Mango,EC
70110,101,Mango,EC
70113,101,Mango,EC
70114,101,Mango,EC
70117,101,Mango,EC
70127,101,Mango,EC
70128,101,Mango,EC
70129,101,Mango,EC
70141,101,Mango,EC
70144,101,Mango,EC
70151,101,Mango,EC
70152,101,Mango,EC
70158,101,Mango,EC
70167,101,Mango,EC
70171,101,Mango,EC
70172,101,Mango,EC
70175,101,Mango,EC
70179,101,Mango,EC
70181,101,Mango,EC
70183,101,Mango,EC
70189,101,Mango,EC
70190,101,Mango,EC
70192,101,Mango,EC
70193,101,Mango,EC
70195,101,Mango,EC
70205,101,Mango,EC
70208,101,Mango,EC
70211,101,Mango,EC
70212,101,Mango,EC
70218,101,Mango,EC
70219,101,Mango,EC
70220,101,Mango,EC
70223,101,Mango,EC
70226,101,Mango,EC
70239,101,Mango,EC
70240,101,Mango,EC
70241,101,Mango,EC
70247,101,Mango,EC
70255,101,Mango,EC
70257,101,Mango,EC
70259,101,Mango,EC
70260,101,Mango,EC
70265,101,Mango,EC
70269,101,Mango,EC
70272,101,Mango,EC
70273,101,Mango,EC
70274,101,Mango,EC
70276,101,Mango,EC
70277,101,Mango,EC
70280,101,Mango,EC
70282,101,Mango,EC
70285,101,Mango,EC
70288,101,Mango,EC
70300,101,Mango,EC
70301,101,Mango,EC
70302,101,Mango,EC
70306,101,Mango,EC
70307,101,Mango,EC
70311,101,Mango,EC
70313,101,Mango,EC
70315,101,Mango,EC
70319,101,Mango,EC
70322,101,Mango,EC
70325,101,Mango,EC
70330,101,Mango,EC
70334,101,Mango,EC
70340,101,Mango,EC
70345,101,Mango,EC
70351,101,Mango,EC
70352,101,Mango,EC
70354,101,Mango,EC
70356,101,Mango,EC
70359,101,Mango,EC
70361,101,Mango,EC
70362,101,Mango,EC
70363,101,Mango,EC
70369,101,Mango,EC
70378,101,Mango,EC
70381,101,Mango,EC
70382,101,Mango,EC
70386,101,Mango,EC
70387,101,Mango,EC
70389,101,Mango,EC
70393,101,Mango,EC
70397,101,Mango,EC
70398,101,Mango,EC
70399,101,Mango,EC
70401,101,Mango,EC
70403,101,Mango,EC
70415,101,Mango,EC
70420,101,Mango,EC
70422,101,Mango,EC
70426,101,Mango,EC
70430,101,Mango,EC
70432,101,Mango,EC
70434,101,Mango,EC
70435,101,Mango,EC
70449,101,Mango,EC
70450,101,Mango,EC
70453,101,Mango,EC
70458,101,Mango,EC
70459,101,Mango,EC
70463,101,Mango,EC
70466,101,Mango,EC
70467,101,Mango,EC
70471,101,Mango,EC
70475,101,Mango,EC
70477,101,Mango,EC
70482,101,Mango,EC
70484,101,Mango,EC
70486,101,Mango,EC
70488,101,Mango,EC
70494,101,Mango,EC
70496,101,Mango,EC
70498,101,Mango,EC
70499,101,Mango,EC
70500,101,Mango,EC
70505,101,Mango,EC
70519,101,Mango,EC
70528,101,Mango,EC
70530,101,Mango,EC
70536,101,Mango,EC
70538,101,Mango,EC
70540,101,Mango,EC
70544,101,Mango,EC
70547,101,Mango,EC
70555,101,Mango,EC
70560,101,Mango,EC
70563,101,Mango,EC
70565,101,Mango,EC
70568,101,Mango,EC
70569,101,Mango,EC
70570,101,Mango,EC
70571,101,Mango,EC
70574,101,Mango,EC
70577,101,Mango,EC
70579,101,Mango,EC
70580,101,Mango,EC
70583,101,Mango,EC
70585,101,Mango,EC
70588,101,Mango,EC
70593,101,Mango,EC
70595,101,Mango,EC
70597,101,Mango,EC
70603,101,Mango,EC
70609,101,Mango,EC
70610,101,Mango,EC
70611,101,Mango,EC
70613,101,Mango,EC
70615,101,Mango,EC
70621,101,Mango,EC
70629,101,Mango,EC
70630,101,Mango,EC
70632,101,Mango,EC
70633,101,Mango,EC
70634,101,Mango,EC
70638,101,Mango,EC
70642,101,Mango,EC
70643,101,Mango,EC
70650,101,Mango,EC
70651,101,Mango,EC
70660,101,Mango,EC
70666,101,Mango,EC
70667,101,Mango,EC
70669,101,Mango,EC
70671,101,Mango,EC
70681,101,Mango,EC
70682,101,Mango,EC
70684,101,Mango,EC
70685,101,Mango,EC
70686,101,Mango,EC
70688,101,Mango,EC
70699,101,Mango,EC
70702,101,Mango,EC
70705,101,Mango,EC
70706,101,Mango,EC
70711,101,Mango,EC
70713,101,Mango,EC
70719,101,Mango,EC
70721,101,Mango,EC
70725,101,Mango,EC
70726,101,Mango,EC
70728,101,Mango,EC
70733,101,Mango,EC
70737,101,Mango,EC
70738,101,Mango,EC
70739,101,Mango,EC
70740,101,Mango,EC
70742,101,Mango,EC
70743,101,Mango,EC
70744,101,Mango,EC
70749,101,Mango,EC
70750,101,Mango,EC
70762,101,Mango,EC
70789,101,Mango,EC
70791,101,Mango,EC
70793,101,Mango,EC
70795,101,Mango,EC
70798,101,Mango,EC
70807,101,Mango,EC
70812,101,Mango,EC
70824,101,Mango,EC
70832,101,Mango,EC
70833,101,Mango,EC
70834,101,Mango,EC
70838,101,Mango,EC
70839,101,Mango,EC
70841,101,Mango,EC
70844,101,Mango,EC
70855,101,Mango,EC
70858,101,Mango,EC
70862,101,Mango,EC
70864,101,Mango,EC
70865,101,Mango,EC
70868,101,Mango,EC
70869,101,Mango,EC
70870,101,Mango,EC
70876,101,Mango,EC
70878,101,Mango,EC
70882,101,Mango,EC
70885,101,Mango,EC
70887,101,Mango,EC
70889,101,Mango,EC
70890,101,Mango,EC
70891,101,Mango,EC
70895,101,Mango,EC
70902,101,Mango,EC
70903,101,Mango,EC
70908,101,Mango,EC
70911,101,Mango,EC
70913,101,Mango,EC
70914,101,Mango,EC
70922,101,Mango,EC
70923,101,Mango,EC
70928,101,Mango,EC
70929,101,Mango,EC
70933,101,Mango,EC
70935,101,Mango,EC
70936,101,Mango,EC
70952,101,Mango,EC
70966,101,Mango,EC
70968,101,Mango,EC
70970,101,Mango,EC
70971,101,Mango,EC
70972,101,Mango,EC
70977,101,Mango,EC
70984,101,Mango,EC
70995,101,Mango,EC
71001,101,Mango,EC
71004,101,Mango,EC
71005,101,Mango,EC
71006,101,Mango,EC
71009,101,Mango,EC
71010,101,Mango,EC
71013,101,Mango,EC
71014,101,Mango,EC
71015,101,Mango,EC
71021,101,Mango,EC
71025,101,Mango,EC
71026,101,Mango,EC
71027,101,Mango,EC
71030,101,Mango,EC
71039,101,Mango,EC
71041,101,Mango,EC
71043,101,Mango,EC
71049,101,Mango,EC
71053,101,Mango,EC
71056,101,Mango,EC
71061,101,Mango,EC
71077,101,Mango,EC
71079,101,Mango,EC
71080,101,Mango,EC
71081,101,Mango,EC
71082,101,Mango,EC
71085,101,Mango,EC
71086,101,Mango,EC
71091,101,Mango,EC
71093,101,Mango,EC
71097,101,Mango,EC
71098,101,Mango,EC
71100,101,Mango,EC
71102,101,Mango,EC
71103,101,Mango,EC
71105,101,Mango,EC
71108,101,Mango,EC
71111,101,Mango,EC
71115,101,Mango,EC
71120,101,Mango,EC
71125,101,Mango,EC
71135,101,Mango,EC
71141,101,Mango,EC
71144,101,Mango,EC
71156,101,Mango,EC
71157,101,Mango,EC
71160,101,Mango,EC
71161,101,Mango,EC
71163,101,Mango,EC
71164,101,Mango,EC
71166,101,Mango,EC
71168,101,Mango,EC
71169,101,Mango,EC
71170,101,Mango,EC
71173,101,Mango,EC
71174,101,Mango,EC
71176,101,Mango,EC
71179,101,Mango,EC
71181,101,Mango,EC
71185,101,Mango,EC
71186,101,Mango,EC
71189,101,Mango,EC
71191,101,Mango,EC
71193,101,Mango,EC
71194,101,Mango,EC
71196,101,Mango,EC
71200,101,Mango,EC
71204,101,Mango,EC
71210,101,Mango,EC
71211,101,Mango,EC
71212,101,Mango,EC
71226,101,Mango,EC
71228,101,Mango,EC
71242,101,Mango,EC
71248,101,Mango,EC
71249,101,Mango,EC
71251,101,Mango,EC
71255,101,Mango,EC
71257,101,Mango,EC
71262,101,Mango,EC
71269,101,Mango,EC
71271,101,Mango,EC
71273,101,Mango,EC
71282,101,Mango,EC
71286,101,Mango,EC
71289,101,Mango,EC
71292,101,Mango,EC
71295,101,Mango,EC
71296,101,Mango,EC
71298,101,Mango,EC
71304,101,Mango,EC
71305,101,Mango,EC
71308,101,Mango,EC
71313,101,Mango,EC
71320,101,Mango,EC
71326,101,Mango,EC
71330,101,Mango,EC
71331,101,Mango,EC
71335,101,Mango,EC
71338,101,Mango,EC
71347,101,Mango,EC
71352,101,Mango,EC
71353,101,Mango,EC
71355,101,Mango,EC
71358,101,Mango,EC
71360,101,Mango,EC
71361,101,Mango,EC
71362,101,Mango,EC
71368,101,Mango,EC
71369,101,Mango,EC
71371,101,Mango,EC
71375,101,Mango,EC
71377,101,Mango,EC
71382,101,Mango,EC
71384,101,Mango,EC
71388,101,Mango,EC
71397,101,Mango,EC
71398,101,Mango,EC
71399,101,Mango,EC
71404,101,Mango,EC
71405,101,Mango,EC
71415,101,Mango,EC
71420,101,Mango,EC
71421,101,Mango,EC
71423,101,Mango,EC
71426,101,Mango,EC
71427,101,Mango,EC
71428,101,Mango,EC
71430,101,Mango,EC
71433,101,Mango,EC
71434,101,Mango,EC
71445,101,Mango,EC
71453,101,Mango,EC
71455,101,Mango,EC
71456,101,Mango,EC
71458,101,Mango,EC
71459,101,Mango,EC
71460,101,Mango,EC
71461,101,Mango,EC
71462,101,Mango,EC
71466,101,Mango,EC
71471,101,Mango,EC
71474,101,Mango,EC
71475,101,Mango,EC
71476,101,Mango,EC
71478,101,Mango,EC
71479,101,Mango,EC
71483,101,Mango,EC
71484,101,Mango,EC
71488,101,Mango,EC
71496,101,Mango,EC
71499,101,Mango,EC
71501,101,Mango,EC
71503,101,Mango,EC
71508,101,Mango,EC
71510,101,Mango,EC
71515,101,Mango,EC
71518,101,Mango,EC
71519,101,Mango,EC
71522,101,Mango,EC
71524,101,Mango,EC
71526,101,Mango,EC
71533,101,Mango,EC
71534,101,Mango,EC
71539,101,Mango,EC
71540,101,Mango,EC
71541,101,Mango,EC
71543,101,Mango,EC
71545,101,Mango,EC
71546,101,Mango,EC
71548,101,Mango,EC
71550,101,Mango,EC
71551,101,Mango,EC
71552,101,Mango,EC
71554,101,Mango,EC
71556,101,Mango,EC
71557,101,Mango,EC
71560,101,Mango,EC
71564,101,Mango,EC
71565,101,Mango,EC
71571,101,Mango,EC
71573,101,Mango,EC
71576,101,Mango,EC
71590,101,Mango,EC
71594,101,Mango,EC
71595,101,Mango,EC
71599,101,Mango,EC
71601,101,Mango,EC
71602,101,Mango,EC
71605,101,Mango,EC
71615,101,Mango,EC
71619,101,Mango,EC
71624,101,Mango,EC
71626,101,Mango,EC
71630,101,Mango,EC
71631,101,Mango,EC
71635,101,Mango,EC
71636,101,Mango,EC
71638,101,Mango,EC
71643,101,Mango,EC
71644,101,Mango,EC
71645,101,Mango,EC
71646,101,Mango,EC
71648,101,Mango,EC
71649,101,Mango,EC
71654,101,Mango,EC
71656,101,Mango,EC
71657,101,Mango,EC
71658,101,Mango,EC
71660,101,Mango,EC
71663,101,Mango,EC
71664,101,Mango,EC
71665,101,Mango,EC
71679,101,Mango,EC
71685,101,Mango,EC
71688,101,Mango,EC
71690,101,Mango,EC
71693,101,Mango,EC
71694,101,Mango,EC
71695,101,Mango,EC
71696,101,Mango,EC
71699,101,Mango,EC
71700,101,Mango,EC
71703,101,Mango,EC
71704,101,Mango,EC
71706,101,Mango,EC
71710,101,Mango,EC
71716,101,Mango,EC
71728,101,Mango,EC
71729,101,Mango,EC
71730,101,Mango,EC
71732,101,Mango,EC
71735,101,Mango,EC
71737,101,Mango,EC
71740,101,Mango,EC
71741,101,Mango,EC
71747,101,Mango,EC
71754,101,Mango,EC
71755,101,Mango,EC
71760,101,Mango,EC
71773,101,Mango,EC
71774,101,Mango,EC
71776,101,Mango,EC
71777,101,Mango,EC
71782,101,Mango,EC
71784,101,Mango,EC
71785,101,Mango,EC
71786,101,Mango,EC
71788,101,Mango,EC
71790,101,Mango,EC
71791,101,Mango,EC
71793,101,Mango,EC
71796,101,Mango,EC
71808,101,Mango,EC
71813,101,Mango,EC
71815,101,Mango,EC
71818,101,Mango,EC
71819,101,Mango,EC
71825,101,Mango,EC
71827,101,Mango,EC
71834,101,Mango,EC
71835,101,Mango,EC
71839,101,Mango,EC
71843,101,Mango,EC
71845,101,Mango,EC
71848,101,Mango,EC
71851,101,Mango,EC
71852,101,Mango,EC
71853,101,Mango,EC
71856,101,Mango,EC
71862,101,Mango,EC
71863,101,Mango,EC
71865,101,Mango,EC
71867,101,Mango,EC
71869,101,Mango,EC
71870,101,Mango,EC
71872,101,Mango,EC
71876,101,Mango,EC
71883,101,Mango,EC
71891,101,Mango,EC
71892,101,Mango,EC
71894,101,Mango,EC
71895,101,Mango,EC
71896,101,Mango,EC
71902,101,Mango,EC
71904,101,Mango,EC
71906,101,Mango,EC
71912,101,Mango,EC
71913,101,Mango,EC
71914,101,Mango,EC
71917,101,Mango,EC
71918,101,Mango,EC
71923,101,Mango,EC
71924,101,Mango,EC
71926,101,Mango,EC
71928,101,Mango,EC
71937,101,Mango,EC
71947,101,Mango,EC
71949,101,Mango,EC
71953,101,Mango,EC
71956,101,Mango,EC
71957,101,Mango,EC
71959,101,Mango,EC
71960,101,Mango,EC
71964,101,Mango,EC
71965,101,Mango,EC
71966,101,Mango,EC
71968,101,Mango,EC
71972,101,Mango,EC
71973,101,Mango,EC
71974,101,Mango,EC
71977,101,Mango,EC
71983,101,Mango,EC
71984,101,Mango,EC
71987,101,Mango,EC
71988,101,Mango,EC
71990,101,Mango,EC
71994,101,Mango,EC
71996,101,Mango,EC
71999,101,Mango,EC
72004,101,Mango,EC
72010,101,Mango,EC
72018,101,Mango,EC
72020,101,Mango,EC
72025,101,Mango,EC
72026,101,Mango,EC
72027,101,Mango,EC
72030,101,Mango,EC
72034,101,Mango,EC
72039,101,Mango,EC
72040,101,Mango,EC
72041,101,Mango,EC
72044,101,Mango,EC
72049,101,Mango,EC
72051,101,Mango,EC
72053,101,Mango,EC
72057,101,Mango,EC
72060,101,Mango,EC
72072,101,Mango,EC
72075,101,Mango,EC
72076,101,Mango,EC
72082,101,Mango,EC
72083,101,Mango,EC
72087,101,Mango,EC
72089,101,Mango,EC
72113,101,Mango,EC
72117,101,Mango,EC
72120,101,Mango,EC
72121,101,Mango,EC
72126,101,Mango,EC
72127,101,Mango,EC
72128,101,Mango,EC
72130,101,Mango,EC
72134,101,Mango,EC
72135,101,Mango,EC
72136,101,Mango,EC
72138,101,Mango,EC
72139,101,Mango,EC
72140,101,Mango,EC
72142,101,Mango,EC
72148,101,Mango,EC
72149,101,Mango,EC
72161,101,Mango,EC
72165,101,Mango,EC
72167,101,Mango,EC
72171,101,Mango,EC
72179,101,Mango,EC
72181,101,Mango,EC
72184,101,Mango,EC
72188,101,Mango,EC
72189,101,Mango,EC
72201,101,Mango,EC
72214,101,Mango,EC
72216,101,Mango,EC
72217,101,Mango,EC
72220,101,Mango,EC
72227,101,Mango,EC
72228,101,Mango,EC
72233,101,Mango,EC
72234,101,Mango,EC
72235,101,Mango,EC
72239,101,Mango,EC
72242,101,Mango,EC
72245,101,Mango,EC
72246,101,Mango,EC
72249,101,Mango,EC
72250,101,Mango,EC
72257,101,Mango,EC
72259,101,Mango,EC
72260,101,Mango,EC
72261,101,Mango,EC
72265,101,Mango,EC
72268,101,Mango,EC
72272,101,Mango,EC
72277,101,Mango,EC
72278,101,Mango,EC
72280,101,Mango,EC
72283,101,Mango,EC
72285,101,Mango,EC
72288,101,Mango,EC
72289,101,Mango,EC
72291,101,Mango,EC
72292,101,Mango,EC
72295,101,Mango,EC
72296,101,Mango,EC
72297,101,Mango,EC
72298,101,Mango,EC
72303,101,Mango,EC
72305,101,Mango,EC
72307,101,Mango,EC
72311,101,Mango,EC
72315,101,Mango,EC
72317,101,Mango,EC
72319,101,Mango,EC
72321,101,Mango,EC
72324,101,Mango,EC
72330,101,Mango,EC
72338,101,Mango,EC
72340,101,Mango,EC
72344,101,Mango,EC
72346,101,Mango,EC
72347,101,Mango,EC
72354,101,Mango,EC
72356,101,Mango,EC
72359,101,Mango,EC
72361,101,Mango,EC
72362,101,Mango,EC
72363,101,Mango,EC
72364,101,Mango,EC
72366,101,Mango,EC
72370,101,Mango,EC
72372,101,Mango,EC
72373,101,Mango,EC
72377,101,Mango,EC
72380,101,Mango,EC
72382,101,Mango,EC
72391,101,Mango,EC
72392,101,Mango,EC
72397,101,Mango,EC
72404,101,Mango,EC
72409,101,Mango,EC
72410,101,Mango,EC
72414,101,Mango,EC
72415,101,Mango,EC
72417,101,Mango,EC
72420,101,Mango,EC
72423,101,Mango,EC
72429,101,Mango,EC
72430,101,Mango,EC
72433,101,Mango,EC
72437,101,Mango,EC
72439,101,Mango,EC
72443,101,Mango,EC
72448,101,Mango,EC
72449,101,Mango,EC
72450,101,Mango,EC
72451,101,Mango,EC
72452,101,Mango,EC
72453,101,Mango,EC
72455,101,Mango,EC
72457,101,Mango,EC
72459,101,Mango,EC
72461,101,Mango,EC
72463,101,Mango,EC
72464,101,Mango,EC
72466,101,Mango,EC
72472,101,Mango,EC
72485,101,Mango,EC
72489,101,Mango,EC
72491,101,Mango,EC
72493,101,Mango,EC
72497,101,Mango,EC
72498,101,Mango,EC
72505,101,Mango,EC
72507,101,Mango,EC
72509,101,Mango,EC
72511,101,Mango,EC
72512,101,Mango,EC
72513,101,Mango,EC
72514,101,Mango,EC
72518,101,Mango,EC
72520,101,Mango,EC
72524,101,Mango,EC
72525,101,Mango,EC
72526,101,Mango,EC
72529,101,Mango,EC
72535,101,Mango,EC
72536,101,Mango,EC
72537,101,Mango,EC
72541,101,Mango,EC
72544,101,Mango,EC
72546,101,Mango,EC
72553,101,Mango,EC
72558,101,Mango,EC
72568,101,Mango,EC
72570,101,Mango,EC
72573,101,Mango,EC
72574,101,Mango,EC
72577,101,Mango,EC
72583,101,Mango,EC
72584,101,Mango,EC
72586,101,Mango,EC
72590,101,Mango,EC
72591,101,Mango,EC
72593,101,Mango,EC
72598,101,Mango,EC
72600,101,Mango,EC
72602,101,Mango,EC
72605,101,Mango,EC
72608,101,Mango,EC
72615,101,Mango,EC
72622,101,Mango,EC
72625,101,Mango,EC
72628,101,Mango,EC
72631,101,Mango,EC
72637,101,Mango,EC
72638,101,Mango,EC
72640,101,Mango,EC
72644,101,Mango,EC
72645,101,Mango,EC
72646,101,Mango,EC
72647,101,Mango,EC
72650,101,Mango,EC
72651,101,Mango,EC
72652,101,Mango,EC
72654,101,Mango,EC
72657,101,Mango,EC
72658,101,Mango,EC
72660,101,Mango,EC
72662,101,Mango,EC
72664,101,Mango,EC
72665,101,Mango,EC
72667,101,Mango,EC
72668,101,Mango,EC
72669,101,Mango,EC
72671,101,Mango,EC
72672,101,Mango,EC
72675,101,Mango,EC
72679,101,Mango,EC
72681,101,Mango,EC
72682,101,Mango,EC
72689,101,Mango,EC
72691,101,Mango,EC
72697,101,Mango,EC
72699,101,Mango,EC
72700,101,Mango,EC
72702,101,Mango,EC
72705,101,Mango,EC
72706,101,Mango,EC
72715,101,Mango,EC
72719,101,Mango,EC
72722,101,Mango,EC
72724,101,Mango,EC
72725,101,Mango,EC
72726,101,Mango,EC
72735,101,Mango,EC
72736,101,Mango,EC
72738,101,Mango,EC
72742,101,Mango,EC
72745,101,Mango,EC
72748,101,Mango,EC
72754,101,Mango,EC
72759,101,Mango,EC
72760,101,Mango,EC
72762,101,Mango,EC
72767,101,Mango,EC
72773,101,Mango,EC
72778,101,Mango,EC
72786,101,Mango,EC
72792,101,Mango,EC
72793,101,Mango,EC
72794,101,Mango,EC
72796,101,Mango,EC
72797,101,Mango,EC
72801,101,Mango,EC
72802,101,Mango,EC
72803,101,Mango,EC
72808,101,Mango,EC
72816,101,Mango,EC
72817,101,Mango,EC
72820,101,Mango,EC
72822,101,Mango,EC
72824,101,Mango,EC
72826,101,Mango,EC
72828,101,Mango,EC
72829,101,Mango,EC
72834,101,Mango,EC
72838,101,Mango,EC
72840,101,Mango,EC
72847,101,Mango,EC
72852,101,Mango,EC
72859,101,Mango,EC
72861,101,Mango,EC
72866,101,Mango,EC
72867,101,Mango,EC
72869,101,Mango,EC
72870,101,Mango,EC
72871,101,Mango,EC
72872,101,Mango,EC
